Employee_ID,Attrition_Risk_Score,Attrition
207655,100,Yes
207656,47,No
207657,30,No
207658,21,No
207659,48,No
207660,75,Yes
207661,88,Yes
207662,49,No
207663,97,Yes
207664,49,No
207665,32,No
207666,90,Yes
207667,32,No
207668,77,Yes
207669,56,Yes
207670,27,No
207671,23,No
207672,35,No
207673,57,No
207674,65,Yes
207675,48,No
207676,42,Yes
207677,51,No
207678,12,No
207679,29,No
207680,54,No
207681,48,Yes
207682,29,No
207683,37,No
207684,45,Yes
207685,54,Yes
207686,18,No
207687,30,No
207688,58,Yes
207689,61,No
207690,48,No
207691,52,Yes
207692,59,Yes
207693,18,No
207694,61,Yes
207695,20,No
207696,52,No
207697,47,No
207698,31,No
207699,33,No
207700,46,No
207701,65,Yes
207702,20,No
207703,33,Yes
207704,35,No
207705,10,No
207706,46,No
207707,44,No
207708,38,No
207709,90,Yes
207710,40,No
207711,54,Yes
207712,42,No
207713,80,Yes
207714,81,Yes
207715,35,No
207716,32,No
207717,40,No
207718,86,Yes
207719,30,No
207720,57,No
207721,55,Yes
207722,55,No
207723,59,Yes
207724,33,No
207725,62,Yes
207726,66,Yes
207727,34,No
207728,63,Yes
207729,89,Yes
207730,29,No
207731,45,No
207732,39,No
207733,31,No
207734,32,No
207735,61,Yes
207736,38,No
207737,53,Yes
207738,35,No
207739,62,No
207740,60,Yes
207741,39,Yes
207742,48,No
207743,65,No
207744,70,Yes
207745,41,No
207746,22,No
207747,78,Yes
207748,46,No
207749,51,Yes
207750,43,No
207751,18,No
207752,44,Yes
207753,43,No
207754,30,No
207755,9,No
207756,50,Yes
207757,72,Yes
207758,49,Yes
207759,25,No
207760,46,No
207761,26,No
207762,78,Yes
207763,33,No
207764,64,Yes
207765,54,No
207766,36,No
207767,29,No
207768,3,No
207769,55,No
207770,63,No
207771,51,No
207772,40,No
207773,8,No
207774,24,No
207775,31,No
207776,72,Yes
207777,80,Yes
207778,54,Yes
207779,77,Yes
207780,26,No
207781,38,No
207782,78,Yes
207783,58,Yes
207784,86,Yes
207785,54,No
207786,57,Yes
207787,51,No
207788,47,No
207789,79,Yes
207790,14,No
207791,73,No
207792,24,No
207793,66,Yes
207794,59,No
207795,59,Yes
207796,17,No
207797,22,No
207798,75,Yes
207799,75,Yes
207800,26,No
207801,41,No
207802,74,No
207803,61,No
207804,48,No
207805,35,No
207806,38,No
207807,25,No
207808,61,Yes
207809,23,No
207810,69,No
207811,43,No
207812,28,No
207813,39,No
207814,78,Yes
207815,31,No
207816,60,Yes
207817,29,No
207818,9,No
207819,17,No
207820,51,Yes
207821,43,Yes
207822,58,Yes
207823,37,No
207824,85,Yes
207825,22,No
207826,61,Yes
207827,72,No
207828,37,No
207829,21,No
207830,39,No
207831,58,No
207832,44,Yes
207833,42,No
207834,8,No
207835,59,Yes
207836,24,Yes
207837,33,No
207838,48,No
207839,42,No
207840,26,No
207841,22,Yes
207842,38,No
207843,34,Yes
207844,63,Yes
207845,73,Yes
207846,68,Yes
207847,59,Yes
207848,45,No
207849,33,No
207850,46,No
207851,28,No
207852,24,No
207853,47,Yes
207854,7,No
207855,31,No
207856,26,Yes
207857,62,Yes
207858,52,Yes
207859,39,No
207860,37,No
207861,61,Yes
207862,49,No
207863,12,No
207864,55,Yes
207865,69,Yes
207866,18,No
207867,49,No
207868,26,No
207869,49,No
207870,23,No
207871,39,Yes
207872,60,Yes
207873,52,No
207874,5,No
207875,33,No
207876,65,Yes
207877,92,Yes
207878,75,Yes
207879,46,Yes
207880,70,Yes
207881,42,No
207882,46,No
207883,52,No
207884,16,No
207885,25,No
207886,50,Yes
207887,55,No
207888,52,No
207889,67,No
207890,65,No
207891,14,No
207892,55,Yes
207893,49,No
207894,66,Yes
207895,49,No
207896,70,Yes
207897,50,No
207898,39,Yes
207899,70,No
207900,63,Yes
207901,32,No
207902,61,No
207903,29,No
207904,53,No
207905,62,No
207906,37,No
207907,18,No
207908,33,No
207909,46,Yes
207910,28,No
207911,47,No
207912,24,No
207913,56,Yes
207914,38,No
207915,63,No
207916,33,No
207917,63,No
207918,24,No
207919,21,No
207920,24,No
207921,37,No
207922,28,No
207923,75,Yes
207924,57,Yes
207925,60,Yes
207926,46,Yes
207927,50,No
207928,60,Yes
207929,24,No
207930,94,Yes
207931,28,No
207932,39,No
207933,43,No
207934,79,Yes
207935,23,No
207936,67,No
207937,75,Yes
207938,28,Yes
207939,35,No
207940,51,Yes
207941,38,No
207942,62,No
207943,48,No
207944,30,No
207945,55,Yes
207946,57,No
207947,56,Yes
207948,37,No
207949,62,Yes
207950,39,No
207951,43,Yes
207952,15,No
207953,9,No
207954,34,No
207955,54,Yes
207956,23,No
207957,26,No
207958,53,No
207959,49,Yes
207960,66,No
207961,47,No
207962,43,No
207963,44,Yes
207964,94,Yes
207965,47,Yes
207966,43,No
207967,40,No
207968,32,No
207969,66,Yes
207970,17,No
207971,8,No
207972,40,No
207973,5,No
207974,38,No
207975,26,No
207976,13,No
207977,36,No
207978,31,No
207979,65,Yes
207980,81,Yes
207981,65,No
207982,13,No
207983,44,No
207984,55,No
207985,93,Yes
207986,49,No
207987,46,No
207988,88,Yes
207989,42,No
207990,58,Yes
207991,62,Yes
207992,61,Yes
207993,22,No
207994,59,Yes
207995,33,No
207996,50,No
207997,52,Yes
207998,50,No
207999,38,No
208000,23,No
208001,38,Yes
208002,43,Yes
208003,58,Yes
208004,42,No
208005,51,No
208006,61,Yes
208007,40,Yes
208008,32,No
208009,34,No
208010,94,Yes
208011,39,No
208012,39,No
208013,30,No
208014,90,Yes
208015,45,No
208016,39,No
208017,51,No
208018,54,No
208019,42,No
208020,63,No
208021,39,No
208022,70,No
208023,87,No
208024,81,Yes
208025,41,No
208026,34,Yes
208027,76,Yes
208028,0,No
208029,29,No
208030,64,Yes
208031,17,No
208032,34,No
208033,32,No
208034,57,No
208035,50,Yes
208036,55,Yes
208037,35,No
208038,19,No
208039,42,No
208040,66,Yes
208041,29,No
208042,69,Yes
208043,63,Yes
208044,17,No
208045,22,No
208046,54,Yes
208047,30,No
208048,36,No
208049,73,Yes
208050,84,Yes
208051,62,No
208052,44,No
208053,24,No
208054,38,Yes
208055,75,No
208056,82,Yes
208057,62,Yes
208058,51,Yes
208059,35,No
208060,58,Yes
208061,100,Yes
208062,30,No
208063,56,Yes
208064,70,No
208065,41,No
208066,45,Yes
208067,67,No
208068,32,No
208069,96,Yes
208070,56,Yes
208071,9,No
208072,77,Yes
208073,49,No
208074,31,No
208075,15,No
208076,33,No
208077,67,No
208078,68,Yes
208079,47,No
208080,36,No
208081,28,No
208082,42,No
208083,47,No
208084,85,Yes
208085,69,Yes
208086,56,Yes
208087,47,Yes
208088,35,No
208089,35,No
208090,17,No
208091,34,No
208092,32,No
208093,51,Yes
208094,74,Yes
208095,30,No
208096,22,No
208097,17,Yes
208098,47,No
208099,26,No
208100,27,No
208101,43,Yes
208102,38,Yes
208103,56,No
208104,48,No
208105,28,No
208106,51,No
208107,44,No
208108,33,Yes
208109,89,Yes
208110,65,Yes
208111,28,No
208112,19,No
208113,18,No
208114,39,Yes
208115,50,No
208116,29,No
208117,37,No
208118,11,No
208119,31,No
208120,48,No
208121,54,No
208122,55,No
208123,36,No
208124,40,No
208125,51,No
208126,49,Yes
208127,78,No
208128,64,Yes
208129,32,No
208130,36,No
208131,36,No
208132,0,No
208133,20,No
208134,26,No
208135,30,No
208136,11,No
208137,60,No
208138,52,Yes
208139,39,No
208140,55,No
208141,66,Yes
208142,22,No
208143,78,Yes
208144,65,Yes
208145,51,Yes
208146,72,Yes
208147,95,Yes
208148,49,No
208149,52,No
208150,29,No
208151,17,No
208152,58,No
208153,39,No
208154,50,No
208155,48,No
208156,48,No
208157,69,Yes
208158,58,No
208159,66,Yes
208160,55,No
208161,60,Yes
208162,40,No
208163,36,Yes
208164,86,Yes
208165,39,No
208166,68,Yes
208167,79,Yes
208168,55,No
208169,44,No
208170,22,No
208171,30,No
208172,33,No
208173,94,Yes
208174,27,No
208175,33,No
208176,89,Yes
208177,32,No
208178,45,No
208179,41,No
208180,27,No
208181,18,No
208182,52,No
208183,56,No
208184,53,Yes
208185,39,No
208186,41,No
208187,19,No
208188,39,No
208189,50,No
208190,70,Yes
208191,66,No
208192,20,No
208193,31,No
208194,74,Yes
208195,33,No
208196,67,Yes
208197,36,No
208198,46,Yes
208199,67,No
208200,48,No
208201,61,Yes
208202,67,Yes
208203,18,No
208204,31,No
208205,35,No
208206,73,Yes
208207,48,No
208208,54,No
208209,24,No
208210,62,No
208211,44,No
208212,64,No
208213,33,No
208214,57,Yes
208215,71,Yes
208216,30,No
208217,100,Yes
208218,77,No
208219,57,Yes
208220,48,Yes
208221,74,Yes
208222,55,Yes
208223,87,Yes
208224,52,No
208225,76,Yes
208226,41,No
208227,58,Yes
208228,31,No
208229,51,No
208230,87,Yes
208231,62,Yes
208232,28,No
208233,70,Yes
208234,44,No
208235,79,Yes
208236,43,No
208237,40,No
208238,52,No
208239,62,No
208240,84,Yes
208241,64,Yes
208242,58,Yes
208243,51,No
208244,21,No
208245,49,Yes
208246,29,No
208247,45,No
208248,41,No
208249,59,Yes
208250,100,Yes
208251,32,No
208252,20,No
208253,61,No
208254,10,No
208255,7,No
208256,47,No
208257,50,No
208258,46,Yes
208259,32,No
208260,33,No
208261,77,Yes
208262,34,No
208263,45,No
208264,55,No
208265,74,Yes
208266,65,Yes
208267,27,No
208268,22,No
208269,23,No
208270,22,No
208271,35,No
208272,76,Yes
208273,17,No
208274,63,Yes
208275,46,No
208276,63,No
208277,15,No
208278,90,Yes
208279,45,No
208280,40,No
208281,24,No
208282,77,Yes
208283,9,Yes
208284,46,Yes
208285,36,No
208286,40,No
208287,43,Yes
208288,45,Yes
208289,33,No
208290,37,No
208291,28,No
208292,56,No
208293,38,No
208294,61,Yes
208295,35,No
208296,37,No
208297,73,Yes
208298,32,No
208299,37,No
208300,42,No
208301,58,No
208302,17,No
208303,33,No
208304,60,No
208305,55,No
208306,40,No
208307,59,No
208308,60,Yes
208309,96,Yes
208310,54,Yes
208311,23,No
208312,13,No
208313,32,No
208314,14,No
208315,5,No
208316,38,No
208317,41,Yes
208318,10,No
208319,24,No
208320,52,No
208321,49,Yes
208322,64,No
208323,34,No
208324,52,Yes
208325,62,Yes
208326,39,No
208327,49,Yes
208328,24,No
208329,10,No
208330,79,Yes
208331,25,No
208332,41,No
208333,87,Yes
208334,36,No
208335,29,No
208336,52,No
208337,26,No
208338,35,No
208339,67,Yes
208340,7,No
208341,28,No
208342,43,No
208343,47,No
208344,50,Yes
208345,30,No
208346,43,No
208347,27,No
208348,48,No
208349,39,Yes
208350,88,Yes
208351,31,No
208352,69,No
208353,32,No
208354,33,No
208355,23,No
208356,31,No
208357,23,No
208358,77,No
208359,72,Yes
208360,35,Yes
208361,28,No
208362,32,No
208363,57,No
208364,45,Yes
208365,30,No
208366,23,No
208367,48,No
208368,22,No
208369,31,No
208370,36,No
208371,29,No
208372,29,No
208373,61,Yes
208374,78,Yes
208375,4,No
208376,66,Yes
208377,49,No
208378,26,No
208379,31,No
208380,29,No
208381,43,No
208382,73,No
208383,23,No
208384,24,No
208385,56,No
208386,48,No
208387,13,No
208388,27,No
208389,44,No
208390,67,Yes
208391,34,No
208392,27,No
208393,58,No
208394,78,Yes
208395,48,No
208396,59,Yes
208397,77,Yes
208398,55,Yes
208399,35,No
208400,60,No
208401,38,No
208402,22,No
208403,11,No
208404,70,Yes
208405,88,Yes
208406,4,No
208407,72,Yes
208408,22,No
208409,22,No
208410,30,No
208411,72,Yes
208412,52,Yes
208413,36,No
208414,49,Yes
208415,21,No
208416,91,Yes
208417,23,No
208418,62,No
208419,21,No
208420,75,Yes
208421,57,No
208422,52,No
208423,52,No
208424,43,Yes
208425,40,No
208426,57,No
208427,73,Yes
208428,53,No
208429,31,No
208430,23,No
208431,52,No
208432,88,Yes
208433,24,No
208434,48,Yes
208435,31,No
208436,63,No
208437,52,Yes
208438,50,Yes
208439,20,No
208440,38,Yes
208441,64,No
208442,54,No
208443,26,No
208444,5,No
208445,35,Yes
208446,27,No
208447,30,No
208448,76,Yes
208449,65,Yes
208450,49,No
208451,29,No
208452,9,No
208453,52,No
208454,65,Yes
208455,45,Yes
208456,43,No
208457,24,No
208458,81,Yes
208459,75,Yes
208460,32,No
208461,55,No
208462,52,No
208463,62,No
208464,27,No
208465,40,No
208466,76,Yes
208467,51,No
208468,34,No
208469,42,No
208470,31,No
208471,15,No
208472,46,No
208473,38,Yes
208474,67,No
208475,43,No
208476,21,No
208477,94,Yes
208478,48,No
208479,40,No
208480,57,No
208481,59,Yes
208482,83,Yes
208483,86,Yes
208484,27,No
208485,64,Yes
208486,54,No
208487,47,No
208488,57,Yes
208489,21,No
208490,70,Yes
208491,41,No
208492,75,Yes
208493,45,Yes
208494,60,Yes
208495,39,No
208496,60,Yes
208497,20,No
208498,35,No
208499,26,No
208500,33,No
208501,65,Yes
208502,53,No
208503,31,No
208504,86,Yes
208505,43,No
208506,37,No
208507,49,No
208508,70,Yes
208509,92,Yes
208510,24,No
208511,67,No
208512,56,Yes
208513,0,No
208514,37,No
208515,62,Yes
208516,45,No
208517,57,No
208518,72,Yes
208519,84,Yes
208520,54,Yes
208521,27,No
208522,33,No
208523,66,Yes
208524,13,No
208525,56,No
208526,53,Yes
208527,30,No
208528,69,Yes
208529,24,No
208530,46,No
208531,27,No
208532,68,Yes
208533,67,Yes
208534,44,No
208535,100,Yes
208536,15,No
208537,48,No
208538,65,No
208539,37,No
208540,20,No
208541,39,No
208542,38,No
208543,58,No
208544,68,Yes
208545,56,No
208546,28,No
208547,46,No
208548,100,Yes
208549,3,No
208550,50,No
208551,87,Yes
208552,95,Yes
208553,32,No
208554,39,No
208555,22,No
208556,48,Yes
208557,88,Yes
208558,9,No
208559,36,No
208560,61,Yes
208561,51,No
208562,77,No
208563,27,No
208564,30,No
208565,18,No
208566,69,Yes
208567,26,No
208568,42,No
208569,57,Yes
208570,53,No
208571,59,Yes
208572,47,No
208573,63,Yes
208574,100,Yes
208575,73,Yes
208576,80,No
208577,61,No
208578,52,No
208579,62,Yes
208580,73,Yes
208581,8,No
208582,37,No
208583,35,No
208584,100,Yes
208585,53,No
208586,28,No
208587,53,Yes
208588,68,Yes
208589,16,No
208590,50,No
208591,45,No
208592,61,No
208593,41,No
208594,53,Yes
208595,21,No
208596,31,No
208597,70,Yes
208598,35,No
208599,33,No
208600,23,No
208601,16,No
208602,59,Yes
208603,35,No
208604,66,No
208605,55,No
208606,20,No
208607,28,No
208608,48,No
208609,59,No
208610,44,No
208611,42,No
208612,34,No
208613,43,No
208614,71,Yes
208615,79,Yes
208616,66,Yes
208617,55,Yes
208618,77,Yes
208619,60,No
208620,51,No
208621,72,Yes
208622,33,No
208623,33,No
208624,53,Yes
208625,55,Yes
208626,28,No
208627,48,Yes
208628,4,No
208629,60,Yes
208630,30,No
208631,9,No
208632,44,No
208633,30,No
208634,54,No
208635,56,No
208636,74,No
208637,50,No
208638,37,No
208639,27,No
208640,37,No
208641,57,Yes
208642,60,Yes
208643,63,Yes
208644,60,No
208645,50,Yes
208646,78,Yes
208647,19,No
208648,32,No
208649,43,No
208650,28,No
208651,67,Yes
208652,16,No
208653,26,No
208654,37,No
208655,27,No
208656,30,No
208657,33,No
208658,46,No
208659,48,No
208660,62,No
208661,75,Yes
208662,43,No
208663,39,No
208664,40,No
208665,82,Yes
208666,44,No
208667,83,Yes
208668,29,Yes
208669,48,Yes
208670,21,No
208671,23,No
208672,30,No
208673,58,No
208674,22,No
208675,0,No
208676,21,No
208677,40,No
208678,49,No
208679,59,No
208680,41,No
208681,29,Yes
208682,73,Yes
208683,82,Yes
208684,73,Yes
208685,17,No
208686,41,No
208687,45,No
208688,41,No
208689,20,No
208690,61,Yes
208691,24,No
208692,15,No
208693,63,Yes
208694,44,No
208695,74,Yes
208696,53,No
208697,91,Yes
208698,11,No
208699,39,No
208700,28,No
208701,10,No
208702,17,No
208703,47,No
208704,64,Yes
208705,67,Yes
208706,30,No
208707,19,No
208708,79,Yes
208709,56,Yes
208710,32,No
208711,48,No
208712,33,No
208713,57,No
208714,4,No
208715,35,No
208716,32,No
208717,58,No
208718,29,No
208719,65,Yes
208720,67,Yes
208721,47,No
208722,27,No
208723,49,No
208724,66,No
208725,86,Yes
208726,55,No
208727,28,No
208728,52,Yes
208729,52,Yes
208730,27,No
208731,40,No
208732,29,No
208733,52,No
208734,0,No
208735,79,Yes
208736,46,No
208737,35,No
208738,49,No
208739,62,Yes
208740,39,No
208741,36,No
208742,69,Yes
208743,63,Yes
208744,71,No
208745,35,No
208746,75,No
208747,49,No
208748,12,No
208749,30,No
208750,67,Yes
208751,51,No
208752,44,No
208753,55,Yes
208754,68,No
208755,66,No
208756,51,No
208757,24,No
208758,62,Yes
208759,17,No
208760,72,No
208761,61,Yes
208762,51,Yes
208763,33,No
208764,74,Yes
208765,59,Yes
208766,76,Yes
208767,25,No
208768,49,No
208769,46,No
208770,60,Yes
208771,41,Yes
208772,33,No
208773,61,Yes
208774,11,No
208775,46,No
208776,49,No
208777,85,Yes
208778,23,No
208779,70,Yes
208780,32,No
208781,62,No
208782,74,Yes
208783,11,No
208784,39,No
208785,32,No
208786,71,Yes
208787,40,No
208788,31,No
208789,39,No
208790,53,No
208791,78,Yes
208792,27,No
208793,47,No
208794,58,No
208795,15,No
208796,30,No
208797,85,Yes
208798,16,No
208799,52,No
208800,37,No
208801,62,Yes
208802,59,Yes
208803,24,No
208804,26,No
208805,84,Yes
208806,42,No
208807,51,No
208808,66,Yes
208809,46,Yes
208810,50,No
208811,43,No
208812,69,Yes
208813,34,No
208814,53,No
208815,71,Yes
208816,34,No
208817,51,No
208818,40,No
208819,16,No
208820,52,Yes
208821,73,Yes
208822,32,No
208823,46,No
208824,18,No
208825,52,No
208826,43,No
208827,54,No
208828,42,Yes
208829,39,No
208830,90,Yes
208831,52,No
208832,33,No
208833,35,No
208834,47,No
208835,54,No
208836,47,Yes
208837,53,No
208838,37,No
208839,4,No
208840,53,No
208841,59,Yes
208842,43,No
208843,48,No
208844,100,Yes
208845,35,No
208846,15,No
208847,6,No
208848,42,No
208849,45,No
208850,20,No
208851,84,Yes
208852,35,No
208853,32,No
208854,40,No
208855,30,No
208856,55,Yes
208857,75,Yes
208858,2,No
208859,48,No
208860,33,No
208861,76,Yes
208862,12,No
208863,61,Yes
208864,41,No
208865,54,Yes
208866,49,No
208867,43,Yes
208868,63,Yes
208869,38,No
208870,28,No
208871,74,Yes
208872,38,Yes
208873,56,No
208874,28,Yes
208875,51,No
208876,46,No
208877,43,No
208878,20,No
208879,77,Yes
208880,66,Yes
208881,84,Yes
208882,13,No
208883,68,Yes
208884,40,No
208885,73,Yes
208886,48,No
208887,16,No
208888,89,Yes
208889,60,No
208890,54,Yes
208891,46,Yes
208892,39,No
208893,62,Yes
208894,72,Yes
208895,30,No
208896,52,Yes
208897,24,No
208898,37,No
208899,11,No
208900,60,Yes
208901,58,No
208902,52,Yes
208903,77,Yes
208904,49,No
208905,82,Yes
208906,48,No
208907,40,Yes
208908,50,No
208909,92,Yes
208910,48,No
208911,13,No
208912,63,Yes
208913,97,Yes
208914,58,No
208915,46,No
208916,56,Yes
208917,43,No
208918,39,No
208919,100,Yes
208920,51,Yes
208921,51,No
208922,30,No
208923,23,No
208924,51,No
208925,21,Yes
208926,57,No
208927,87,Yes
208928,34,No
208929,52,No
208930,50,No
208931,55,No
208932,39,No
208933,26,No
208934,49,No
208935,51,No
208936,40,No
208937,18,No
208938,17,No
208939,39,No
208940,32,No
208941,53,No
208942,42,No
208943,40,No
208944,28,No
208945,55,No
208946,92,Yes
208947,46,No
208948,44,No
208949,91,Yes
208950,17,No
208951,37,No
208952,41,No
208953,42,No
208954,43,No
208955,43,No
208956,25,No
208957,100,Yes
208958,39,No
208959,38,No
208960,37,No
208961,29,No
208962,57,No
208963,37,No
208964,24,No
208965,57,No
208966,97,Yes
208967,42,Yes
208968,66,Yes
208969,27,No
208970,31,No
208971,12,No
208972,53,No
208973,9,No
208974,45,No
208975,19,No
208976,14,No
208977,76,No
208978,70,Yes
208979,31,No
208980,45,No
208981,52,No
208982,42,No
208983,70,Yes
208984,28,No
208985,60,Yes
208986,44,No
208987,29,No
208988,33,No
208989,11,No
208990,63,Yes
208991,45,No
208992,30,Yes
208993,20,No
208994,45,No
208995,25,No
208996,68,Yes
208997,19,No
208998,31,No
208999,36,No
209000,50,No
209001,48,No
209002,24,No
209003,29,No
209004,47,No
209005,15,No
209006,77,Yes
209007,17,No
209008,45,No
209009,43,Yes
209010,56,No
209011,20,No
209012,94,Yes
209013,59,Yes
209014,34,No
209015,28,No
209016,28,No
209017,13,No
209018,83,Yes
209019,56,No
209020,80,Yes
209021,43,No
209022,60,No
209023,49,No
209024,12,No
209025,48,No
209026,44,No
209027,67,Yes
209028,59,Yes
209029,41,Yes
209030,40,No
209031,9,No
209032,61,Yes
209033,41,No
209034,46,No
209035,19,No
209036,62,Yes
209037,62,No
209038,41,No
209039,66,Yes
209040,54,No
209041,74,Yes
209042,69,Yes
209043,35,No
209044,17,No
209045,71,Yes
209046,18,No
209047,44,No
209048,26,No
209049,48,Yes
209050,43,No
209051,33,No
209052,5,No
209053,51,No
209054,16,No
209055,42,No
209056,58,No
209057,65,Yes
209058,53,No
209059,56,Yes
209060,54,No
209061,6,No
209062,75,Yes
209063,71,Yes
209064,61,Yes
209065,52,No
209066,51,Yes
209067,26,No
209068,50,No
209069,80,Yes
209070,37,No
209071,55,Yes
209072,52,Yes
209073,34,No
209074,48,No
209075,35,Yes
209076,47,No
209077,55,No
209078,24,No
209079,65,No
209080,64,No
209081,55,Yes
209082,56,Yes
209083,59,Yes
209084,67,Yes
209085,59,Yes
209086,61,Yes
209087,26,No
209088,53,No
209089,47,No
209090,17,No
209091,58,No
209092,54,No
209093,17,No
209094,27,No
209095,63,Yes
209096,70,Yes
209097,61,No
209098,36,No
209099,73,Yes
209100,96,No
209101,51,No
209102,31,No
209103,82,Yes
209104,27,No
209105,7,No
209106,67,No
209107,45,No
209108,48,No
209109,39,Yes
209110,61,No
209111,50,No
209112,63,Yes
209113,34,No
209114,38,No
209115,18,No
209116,31,Yes
209117,69,No
209118,64,No
209119,41,Yes
209120,40,No
209121,18,No
209122,34,No
209123,32,Yes
209124,40,No
209125,45,No
209126,68,Yes
209127,59,No
209128,3,No
209129,66,Yes
209130,38,No
209131,39,No
209132,46,No
209133,35,No
209134,52,Yes
209135,52,No
209136,0,No
209137,32,No
209138,45,No
209139,36,No
209140,49,Yes
209141,55,No
209142,21,No
209143,39,No
209144,65,No
209145,51,Yes
209146,82,Yes
209147,72,Yes
209148,48,Yes
209149,34,No
209150,41,No
209151,18,No
209152,24,No
209153,37,Yes
209154,7,No
209155,20,No
209156,54,Yes
209157,27,No
209158,16,Yes
209159,72,Yes
209160,100,Yes
209161,31,No
209162,63,No
209163,51,No
209164,56,Yes
209165,19,No
209166,38,No
209167,12,No
209168,32,No
209169,87,Yes
209170,61,No
209171,22,No
209172,58,Yes
209173,27,No
209174,45,Yes
209175,55,Yes
209176,13,No
209177,41,Yes
209178,52,Yes
209179,48,No
209180,67,Yes
209181,46,Yes
209182,48,No
209183,29,No
209184,58,No
209185,47,No
209186,12,No
209187,16,No
209188,38,No
209189,42,No
209190,87,Yes
209191,39,No
209192,7,No
209193,53,No
209194,21,No
209195,8,No
209196,29,No
209197,71,Yes
209198,21,No
209199,5,No
209200,48,No
209201,67,Yes
209202,36,No
209203,53,No
209204,31,No
209205,58,Yes
209206,52,No
209207,45,Yes
209208,12,No
209209,36,No
209210,21,No
209211,43,No
209212,44,No
209213,26,No
209214,54,Yes
209215,59,No
209216,34,No
209217,57,No
209218,74,Yes
209219,47,No
209220,52,No
209221,93,Yes
209222,59,Yes
209223,70,Yes
209224,50,Yes
209225,31,No
209226,60,No
209227,57,Yes
209228,69,Yes
209229,41,No
209230,27,No
209231,29,No
209232,81,Yes
209233,78,Yes
209234,51,No
209235,53,No
209236,70,Yes
209237,48,No
209238,55,Yes
209239,36,No
209240,73,Yes
209241,41,No
209242,36,No
209243,60,Yes
209244,37,No
209245,41,No
209246,1,No
209247,26,No
209248,34,No
209249,42,No
209250,31,No
209251,22,No
209252,50,No
209253,59,No
209254,49,Yes
209255,67,No
209256,75,No
209257,27,No
209258,19,No
209259,39,No
209260,33,No
209261,45,No
209262,49,No
209263,72,Yes
209264,33,No
209265,52,No
209266,52,No
209267,32,No
209268,60,Yes
209269,25,No
209270,51,No
209271,57,Yes
209272,56,No
209273,35,No
209274,64,Yes
209275,22,No
209276,33,No
209277,63,No
209278,49,No
209279,8,No
209280,34,No
209281,55,No
209282,34,No
209283,78,Yes
209284,50,Yes
209285,24,No
209286,17,No
209287,61,No
209288,57,Yes
209289,55,Yes
209290,45,Yes
209291,40,No
209292,37,No
209293,38,Yes
209294,35,No
209295,45,Yes
209296,7,No
209297,22,No
209298,40,No
209299,54,Yes
209300,45,Yes
209301,45,Yes
209302,67,No
209303,75,Yes
209304,62,No
209305,41,No
209306,28,No
209307,37,No
209308,62,Yes
209309,55,Yes
209310,13,No
209311,57,Yes
209312,63,Yes
209313,67,Yes
209314,96,Yes
209315,10,No
209316,56,Yes
209317,28,No
209318,30,No
209319,36,No
209320,68,Yes
209321,15,No
209322,50,No
209323,20,No
209324,16,No
209325,57,Yes
209326,15,No
209327,68,Yes
209328,52,Yes
209329,49,No
209330,40,Yes
209331,67,No
209332,39,Yes
209333,70,Yes
209334,81,Yes
209335,44,No
209336,43,No
209337,9,No
209338,30,No
209339,47,Yes
209340,11,No
209341,27,No
209342,38,No
209343,52,No
209344,38,No
209345,37,No
209346,40,No
209347,38,No
209348,56,No
209349,59,Yes
209350,76,Yes
209351,22,No
209352,91,Yes
209353,63,No
209354,48,Yes
209355,47,No
209356,66,Yes
209357,28,No
209358,53,Yes
209359,11,No
209360,83,Yes
209361,72,Yes
209362,73,Yes
209363,63,No
209364,30,No
209365,40,No
209366,56,Yes
209367,24,No
209368,39,No
209369,14,No
209370,28,No
209371,63,No
209372,49,No
209373,49,Yes
209374,63,No
209375,38,No
209376,18,No
209377,68,Yes
209378,61,Yes
209379,56,No
209380,7,No
209381,60,Yes
209382,50,Yes
209383,26,No
209384,53,No
209385,28,No
209386,69,Yes
209387,40,Yes
209388,52,No
209389,59,No
209390,30,No
209391,43,No
209392,73,Yes
209393,43,No
209394,56,No
209395,30,No
209396,4,No
209397,34,No
209398,53,No
209399,40,No
209400,71,Yes
209401,52,No
209402,45,Yes
209403,36,Yes
209404,32,No
209405,37,No
209406,41,No
209407,31,Yes
209408,74,Yes
209409,57,No
209410,38,No
209411,59,No
209412,27,No
209413,47,No
209414,25,No
209415,50,No
209416,84,Yes
209417,71,Yes
209418,48,No
209419,57,No
209420,54,No
209421,51,No
209422,59,No
209423,54,Yes
209424,40,No
209425,42,Yes
209426,48,Yes
209427,23,No
209428,34,No
209429,66,Yes
209430,25,Yes
209431,39,No
209432,76,Yes
209433,49,Yes
209434,46,No
209435,36,No
209436,38,No
209437,29,No
209438,47,No
209439,40,No
209440,36,No
209441,92,Yes
209442,64,Yes
209443,48,Yes
209444,42,Yes
209445,53,No
209446,43,Yes
209447,62,Yes
209448,49,No
209449,61,Yes
209450,43,No
209451,81,Yes
209452,35,No
209453,36,No
209454,14,No
209455,45,No
209456,47,Yes
209457,64,Yes
209458,23,No
209459,56,No
209460,77,Yes
209461,64,Yes
209462,70,Yes
209463,81,Yes
209464,67,Yes
209465,40,No
209466,23,No
209467,61,Yes
209468,55,No
209469,91,Yes
209470,45,Yes
209471,62,No
209472,46,No
209473,49,No
209474,26,No
209475,50,No
209476,46,No
209477,26,No
